customer_id,first_name,last_name,age,email,phone_number,address,city,state,postal_code,country,account_balance,monthly_payment,contract_length,data_usage,voice_usage,text_usage,plan_type,device_type,device_brand,device_model,customer_since,last_payment_date,churned,customer_rating,customer_complaints,customer_satisfaction,customer_engagement,customer_lifetime_value,customer_segment,customer_referral,customer_loyalty
831,Melesa,Eighteen,74,meighteenn2@patch.com,378-350-5195,5358 Declaration Lane,Liancheng,,,China,Yuan Renminbi,Yen,22,59.21,291.24,199.04,family,feature phone,Apple,Pixel 4,9/12/2019,2/10/2020,false,2,8,10,56.85,Zloty,high-value,false,false
832,Brigid,Froschauer,42,bfroschauern3@illinois.edu,477-392-7269,94 Bayside Alley,Alzamay,,665161,Russia,Ruble,Peso,14,94.91,723.62,816.91,family,feature phone,Google,V40 ThinQ,12/23/2013,6/1/2020,true,3,0,1,85.83,Euro,high-value,false,true
833,Ara,Scaplehorn,24,ascaplehornn4@tuttocitta.it,743-227-3803,7 Sundown Point,Detusoko,,,Indonesia,Rupiah,Peso,6,25.24,504.16,31.81,postpaid,feature phone,LG,V40 ThinQ,11/29/2016,3/31/2021,true,5,4,3,46.36,Won,medium-value,true,false
834,Adlai,Norwich,26,anorwichn5@thetimes.co.uk,163-963-2088,7935 Green Ridge Park,Kidričevo,,2325,Slovenia,Euro,Peso,6,49.58,646.51,883.02,family,feature phone,LG,V40 ThinQ,9/29/2014,9/15/2021,false,3,0,2,53.7,Krone,low-value,true,true
835,Berty,Alleburton,83,balleburtonn6@gov.uk,321-465-7231,7501 Carioca Street,Kebon,,,Indonesia,Rupiah,Franc,5,34.96,609.49,562.72,family,tablet,Google,Pixel 4,1/14/2021,11/9/2020,true,3,0,6,57.42,Ruble,medium-value,true,true
836,Janek,Keohane,66,jkeohanen7@umich.edu,693-524-3849,63829 Bobwhite Court,Sinop,,78550-000,Brazil,Real,Hryvnia,1,5.41,719.83,597.47,prepaid,feature phone,Samsung,Galaxy S10,5/30/2011,11/10/2020,true,5,4,5,79.73,Yuan Renminbi,low-value,true,false
837,Lauri,Almey,63,lalmeyn8@linkedin.com,907-266-3280,3170 Porter Alley,Villa Atamisqui,,4317,Argentina,Peso,Leone,17,23.01,149.7,697.16,prepaid,tablet,Motorola,V40 ThinQ,10/30/2019,5/14/2020,false,3,4,3,78.2,Peso,low-value,false,true
838,Beverly,Dickins,59,bdickinsn9@mit.edu,182-857-5751,363 Arapahoe Hill,Gozdnica,,68-130,Poland,Zloty,Bolivar,19,77.21,936.96,807.82,family,smartphone,LG,iPhone X,1/28/2017,5/19/2020,true,2,9,6,91.25,Hryvnia,low-value,false,false
839,Puff,Aleksich,83,paleksichna@etsy.com,779-320-0726,4 Fordem Street,Krapyak Kidul,,,Indonesia,Rupiah,Yuan Renminbi,13,40.29,407.71,754.53,postpaid,smartphone,Samsung,Galaxy S10,9/7/2016,7/9/2021,false,5,4,8,57.18,Ruble,medium-value,true,true
840,Jerald,Dagg,21,jdaggnb@sciencedirect.com,341-767-4402,495 Helena Place,Prince Rupert,British Columbia,V8J,Canada,Dollar,Peso,24,7.85,829.2,703.03,postpaid,smartphone,Motorola,V40 ThinQ,12/24/2014,12/24/2020,true,3,6,8,37.42,Hryvnia,medium-value,false,true
841,Dudley,Artz,36,dartznc@sogou.com,154-708-4349,2 Mariners Cove Circle,Kindersley,Saskatchewan,C1C,Canada,Dollar,Euro,12,13.02,598.01,151.69,family,smartphone,LG,iPhone X,1/9/2015,11/26/2021,false,4,7,3,55.38,Yuan Renminbi,medium-value,false,false
842,Saundra,Tonbridge,38,stonbridgend@weather.com,859-578-6204,9 Reindahl Place,Cicapar,,,Indonesia,Rupiah,Ruble,5,69.37,201.61,110.19,family,tablet,Apple,Galaxy S10,3/12/2019,6/14/2021,true,1,6,1,93.06,Ruble,low-value,false,false
843,Livvy,Clethro,72,lclethrone@flavors.me,914-448-9317,4 Utah Street,Baicaogou,,,China,Yuan Renminbi,Yuan Renminbi,2,25.47,131.26,222.19,postpaid,feature phone,Apple,V40 ThinQ,6/18/2010,6/2/2021,false,4,3,5,48.99,Lek,high-value,false,true
844,Etta,Korlat,34,ekorlatnf@e-recht24.de,774-619-8442,739 Pierstorff Pass,Jarash,,,Jordan,Dinar,Naira,1,46.52,523.61,135.27,prepaid,feature phone,Apple,Galaxy S10,6/24/2018,3/23/2021,false,1,10,1,83.66,Som,medium-value,false,false
845,Vite,Pippard,23,vpippardng@squarespace.com,305-215-2351,33 Golden Leaf Park,Sambilawang,,,Indonesia,Rupiah,Rupiah,4,60.37,911.55,368.48,family,feature phone,Apple,V40 ThinQ,6/9/2010,5/7/2020,false,2,7,4,11.34,Peso,low-value,false,true
846,Irv,Coryndon,77,icoryndonnh@chronoengine.com,422-957-9860,48 Hagan Court,Kumamoto,,802-0044,Japan,Yen,Euro,7,71.25,808.59,905.45,family,feature phone,LG,iPhone X,8/8/2016,1/27/2021,false,5,2,2,24.12,Yuan Renminbi,medium-value,false,true
847,Brietta,Yong,76,byongni@goo.gl,528-965-9804,1 Columbus Hill,Hexia,,,China,Yuan Renminbi,Yuan Renminbi,16,63.5,272.89,78.4,family,smartphone,Motorola,iPhone X,6/20/2020,9/30/2020,false,5,0,8,55.79,Afghani,low-value,false,true
848,Erminie,Krojn,39,ekrojnnj@statcounter.com,184-695-7272,380 Talmadge Way,Sudislavl’,,157860,Russia,Ruble,Yuan Renminbi,23,56.37,180.2,971.44,postpaid,feature phone,Apple,Galaxy S10,2/9/2016,7/20/2021,false,3,0,2,49.18,Zloty,medium-value,false,true
849,Jazmin,Bridgestock,44,jbridgestocknk@marketwatch.com,359-815-8669,8 Morningstar Alley,Mauá,,09300-000,Brazil,Real,Yuan Renminbi,17,83.9,252.69,830.67,prepaid,feature phone,Google,Galaxy S10,4/22/2014,1/14/2021,true,2,6,4,42.65,Ruble,high-value,true,true
850,Lilla,Butterley,42,lbutterleynl@wiley.com,341-619-9320,3966 Luster Terrace,Guaxupé,,37800-000,Brazil,Real,Ariary,4,26.07,594.77,82.3,family,smartphone,Samsung,Pixel 4,6/3/2015,12/9/2020,true,4,5,1,70.57,Euro,high-value,false,true
851,Lidia,Vegas,50,lvegasnm@addtoany.com,609-613-2974,09 Twin Pines Parkway,Alapayevsk,,624607,Russia,Ruble,Real,5,0.39,5.99,151.75,prepaid,tablet,Google,Pixel 4,9/9/2010,3/20/2020,true,4,4,3,48.45,Yuan Renminbi,medium-value,false,false
852,Zed,Snelman,26,zsnelmannn@jimdo.com,264-570-9564,352 Mifflin Avenue,Norrköping,Östergötland,601 76,Sweden,Krona,Manat,15,98.86,613.44,505.37,postpaid,smartphone,Samsung,Pixel 4,4/12/2015,6/1/2020,true,1,7,9,31.1,Ruble,medium-value,true,true
853,Karylin,Stentiford,70,kstentifordno@phoca.cz,229-752-2802,621 Twin Pines Park,Colesberg,,9922,South Africa,Rand,Euro,7,72.59,819.39,293.71,family,tablet,Motorola,V40 ThinQ,7/22/2014,6/25/2020,true,2,2,3,12.92,Bolivar,medium-value,true,false
854,Holt,Doerrling,39,hdoerrlingnp@huffingtonpost.com,616-224-7963,181 Russell Junction,Savitaipale,,54801,Finland,Euro,Peso,8,3.0,937.54,673.83,prepaid,feature phone,Motorola,Pixel 4,11/24/2013,11/23/2021,false,2,2,7,69.99,Dollar,low-value,true,true
855,Callie,Alty,79,caltynq@wunderground.com,348-357-5347,437 Dakota Junction,Sandaogou,,,China,Yuan Renminbi,Yuan Renminbi,1,46.9,393.68,108.76,prepaid,feature phone,Samsung,V40 ThinQ,5/21/2013,7/28/2020,true,3,10,2,52.87,Rupiah,low-value,true,true
856,Andeee,Timlett,78,atimlettnr@1und1.de,238-777-9426,1 Hazelcrest Lane,Tamel,Braga,4750-040,Portugal,Euro,Baht,18,54.96,576.22,133.4,prepaid,tablet,LG,Pixel 4,10/26/2014,12/15/2020,false,5,1,4,97.27,Yuan Renminbi,high-value,false,true
857,Edith,McFetrich,52,emcfetrichns@epa.gov,905-960-6864,68297 Eagan Lane,Steinsel,,L-7346,Luxembourg,Euro,Afghani,2,43.79,359.22,591.27,postpaid,feature phone,Samsung,Pixel 4,3/14/2017,1/1/2021,true,2,3,2,34.52,Euro,low-value,false,true
858,Annabal,Mollene,22,amollenent@hc360.com,982-439-3573,0805 Hansons Pass,Budaka,,,Uganda,Shilling,Dollar,15,51.14,896.84,125.6,prepaid,tablet,Samsung,V40 ThinQ,5/22/2013,11/5/2020,false,2,7,2,7.29,Yen,medium-value,false,true
859,Jonah,Michelotti,78,jmichelottinu@woothemes.com,223-347-3208,2 Heffernan Alley,Périgueux,Aquitaine,24004 CEDEX,France,Euro,Yuan Renminbi,23,26.07,973.11,954.56,family,smartphone,Samsung,Galaxy S10,3/12/2013,12/29/2021,false,2,4,7,89.53,Real,low-value,true,true
860,Cherlyn,Held,31,cheldnv@theatlantic.com,120-662-5308,49702 Dawn Junction,Machida,,966-0847,Japan,Yen,Euro,9,63.81,627.94,138.29,family,tablet,Samsung,Pixel 4,9/23/2017,8/7/2020,true,3,6,5,57.86,Peso,low-value,false,false
861,Ave,Probbings,29,aprobbingsnw@joomla.org,359-476-1612,3439 Lakeland Hill,Inanwatan,,,Indonesia,Rupiah,Yen,18,12.77,685.36,486.71,family,tablet,Google,V40 ThinQ,8/9/2021,12/4/2021,true,4,1,7,59.35,Afghani,high-value,true,false
862,Juliette,Monger,83,jmongernx@hud.gov,406-262-7873,7139 Continental Parkway,Shipunovo,,658741,Russia,Ruble,Hryvnia,3,86.89,963.58,844.04,postpaid,smartphone,Samsung,V40 ThinQ,8/28/2020,5/24/2021,false,2,3,7,70.1,Yuan Renminbi,low-value,false,false
863,Arnoldo,Runsey,61,arunseyny@zimbio.com,780-130-9525,2026 Stone Corner Crossing,Hamburg,Hamburg,22179,Germany,Euro,Yuan Renminbi,12,66.12,935.06,517.67,family,feature phone,Google,Pixel 4,8/9/2013,6/22/2020,false,4,6,9,86.24,Yuan Renminbi,low-value,true,true
864,Judie,Schrieves,29,jschrievesnz@purevolume.com,748-419-7973,16177 Chive Junction,Machagai,,3534,Argentina,Peso,Yuan Renminbi,22,30.84,266.63,90.75,prepaid,feature phone,Samsung,V40 ThinQ,11/21/2016,12/21/2020,true,2,4,9,94.01,Dollar,high-value,true,true
865,Hamel,Elsip,75,helsipo0@whitehouse.gov,974-177-4581,03797 Westridge Circle,Madoi,,,China,Yuan Renminbi,Real,16,35.86,627.54,982.2,postpaid,smartphone,LG,Pixel 4,8/24/2016,11/14/2021,false,1,0,6,87.89,Rupee,low-value,false,true
866,Stewart,Bashford,80,sbashfordo1@redcross.org,804-796-5207,499 Lakewood Parkway,Richmond,Virginia,23289,United States,Dollar,Euro,22,8.58,445.01,919.69,postpaid,feature phone,Google,iPhone X,4/19/2017,2/26/2021,false,3,8,4,39.39,Rupee,high-value,true,false
867,Teodoro,Glandfield,65,tglandfieldo2@purevolume.com,829-184-0499,5 Stone Corner Plaza,Baiquesi,,,China,Yuan Renminbi,Peso,3,65.81,895.24,44.92,postpaid,tablet,Google,Pixel 4,12/18/2014,6/7/2021,false,2,2,1,1.4,Sol,high-value,true,true
868,Marcy,Twittey,50,mtwitteyo3@google.com.hk,246-885-9736,141 Shelley Way,Boden,Norrbotten,961 73,Sweden,Krona,Pound,13,61.66,51.57,893.59,prepaid,feature phone,Apple,iPhone X,12/1/2019,7/30/2021,true,1,0,4,21.32,Real,high-value,true,true
869,Ario,Nelligan,73,anelligano4@ebay.co.uk,288-610-6281,3112 Cascade Trail,Kurihashi,,349-1104,Japan,Yen,Peso,24,93.92,589.3,809.15,family,tablet,Samsung,iPhone X,6/20/2015,6/14/2021,false,4,5,1,9.94,Euro,medium-value,false,true
870,Stanislas,Lapley,33,slapleyo5@ehow.com,776-845-7389,4 Packers Avenue,Leština,,789 71,Czech Republic,Koruna,Krona,8,75.82,461.96,634.44,prepaid,tablet,LG,V40 ThinQ,10/22/2010,11/10/2020,false,3,5,2,68.48,Peso,low-value,true,true
871,Meggie,McGucken,45,mmcguckeno6@usa.gov,152-611-9574,40 Heffernan Point,La Mohammedia,,,Tunisia,Dinar,Yuan Renminbi,18,85.93,594.81,443.51,postpaid,smartphone,Apple,Pixel 4,3/16/2020,7/9/2021,true,1,0,3,91.29,Euro,medium-value,true,true
872,Andriette,MacCumiskey,22,amaccumiskeyo7@scientificamerican.com,340-234-9179,9 Waywood Court,Giade,,,Nigeria,Naira,Yuan Renminbi,5,28.44,131.95,391.99,postpaid,tablet,Motorola,Pixel 4,12/3/2015,6/9/2021,true,3,1,10,24.02,Baht,high-value,true,false
873,Aidan,Wilfling,85,awilflingo8@google.es,127-948-3370,1 Kinsman Road,Kaliprak,,,Indonesia,Rupiah,Won,7,46.39,364.21,942.51,prepaid,feature phone,Motorola,iPhone X,2/19/2015,11/4/2020,false,3,4,7,35.4,Dollar,medium-value,true,true
874,Jenelle,Baldick,81,jbaldicko9@businessweek.com,651-832-1020,83 Roth Hill,Rezovac,,33000,Croatia,Kuna,Real,13,20.91,493.53,706.84,postpaid,smartphone,Apple,Galaxy S10,5/29/2021,3/9/2020,true,1,1,10,92.78,Yen,high-value,false,true
875,Maggie,Wiz,23,mwizoa@booking.com,205-548-8313,085 Utah Alley,Al Funayţīs,,,Kuwait,Dinar,Rupiah,23,81.3,122.85,310.98,prepaid,feature phone,Google,Galaxy S10,11/26/2017,8/14/2021,true,2,4,3,62.11,Naira,high-value,false,false
876,Ileana,McCafferty,70,imccaffertyob@discuz.net,410-804-4192,44 Rusk Hill,Paseka,,783 97,Czech Republic,Koruna,Ruble,24,84.18,71.81,547.05,prepaid,tablet,Apple,iPhone X,8/1/2010,11/23/2020,false,3,3,6,13.24,Sol,medium-value,true,false
877,Isidore,Davidovsky,74,idavidovskyoc@google.cn,140-751-1743,27431 Sycamore Hill,Mubi,,,Nigeria,Naira,Ruble,23,90.07,276.66,908.0,postpaid,smartphone,Motorola,iPhone X,3/24/2010,1/13/2021,false,1,5,7,41.98,Pound,low-value,false,true
878,Patsy,O'Regan,28,poreganod@usda.gov,245-229-4804,4670 Haas Avenue,San Juan Bautista,,,Venezuela,Bolivar,Real,3,7.36,913.32,303.09,family,smartphone,Motorola,Galaxy S10,12/3/2011,5/11/2020,false,1,8,4,92.11,Baht,medium-value,false,false
879,Karlis,Casswell,76,kcasswelloe@alibaba.com,843-756-8916,2 Armistice Place,Diancun,,,China,Yuan Renminbi,Rupiah,23,2.14,325.74,98.55,family,smartphone,Apple,V40 ThinQ,4/18/2018,4/8/2021,true,4,5,5,91.5,Denar,low-value,true,false
880,Delmar,Squibbes,66,dsquibbesof@tinyurl.com,891-670-9207,1955 Carioca Place,Xiaopu,,,China,Yuan Renminbi,Zloty,9,29.78,573.59,349.3,prepaid,smartphone,Google,V40 ThinQ,2/24/2010,5/20/2021,false,3,1,7,43.81,Dollar,low-value,true,true
881,Vaughan,Huguenet,82,vhuguenetog@cbsnews.com,820-727-0169,91534 Sauthoff Plaza,Nuing,,1707,Philippines,Peso,Dollar,9,93.03,790.24,394.63,prepaid,feature phone,Samsung,Galaxy S10,7/21/2011,3/15/2021,false,3,10,5,82.34,Dollar,high-value,false,true
882,Towney,Stetson,48,tstetsonoh@amazonaws.com,602-902-0524,16 Moulton Road,Skillingaryd,Jönköping,568 92,Sweden,Krona,Yuan Renminbi,5,12.61,809.03,477.23,family,tablet,Samsung,V40 ThinQ,10/22/2013,8/10/2021,true,3,2,3,5.19,Ruble,low-value,false,true
883,Pietro,Demogeot,70,pdemogeotoi@baidu.com,260-301-5788,928 Ilene Point,Biên Hòa,,,Vietnam,Dong,Yuan Renminbi,10,89.01,868.22,315.7,prepaid,feature phone,LG,iPhone X,2/4/2011,6/14/2021,false,1,6,9,51.33,Euro,medium-value,true,false
884,Vicki,McMillan,43,vmcmillanoj@e-recht24.de,503-899-1495,57 Bluejay Alley,Novozybkov,,243036,Russia,Ruble,Yuan Renminbi,20,9.03,550.14,243.34,family,feature phone,Samsung,Pixel 4,7/1/2010,3/18/2020,false,2,5,3,21.08,Rupiah,medium-value,true,true
885,Mandel,Redford,23,mredfordok@multiply.com,468-600-3140,157 Karstens Place,Lille,Nord-Pas-de-Calais,59784 CEDEX 9,France,Euro,Yuan Renminbi,5,53.09,865.28,135.86,postpaid,smartphone,Apple,V40 ThinQ,12/27/2018,10/14/2020,true,2,5,4,66.41,Naira,high-value,true,false
886,Davine,Eyree,59,deyreeol@google.it,433-686-5426,19 Artisan Alley,Stockholm,Stockholm,164 83,Sweden,Krona,Baht,14,63.27,433.7,665.32,family,smartphone,Apple,V40 ThinQ,12/1/2013,1/7/2020,false,3,2,9,78.78,Ruble,medium-value,false,true
887,Allard,Rochford,59,arochfordom@privacy.gov.au,553-453-2842,4271 Clarendon Point,Silute,,99001,Lithuania,Litas,Dollar,10,75.01,763.08,436.76,prepaid,tablet,Motorola,Galaxy S10,5/8/2015,10/31/2021,true,1,9,4,18.64,Yen,high-value,true,false
888,Sim,Huortic,20,shuorticon@springer.com,851-303-1712,4 8th Plaza,Farkaždin,,,Serbia,Dinar,Rupiah,3,43.18,83.83,130.59,family,feature phone,LG,V40 ThinQ,11/6/2012,7/16/2020,false,4,10,5,30.75,Ruble,high-value,false,false
889,Melany,Scamp,33,mscampoo@mapquest.com,627-754-1822,30544 Oak Valley Avenue,Ngetkib,,,Palau,Dollar,Yuan Renminbi,17,60.26,287.1,711.1,prepaid,smartphone,LG,Galaxy S10,1/8/2012,9/29/2021,false,3,6,10,57.95,Real,high-value,false,true
890,Jedediah,Dansie,34,jdansieop@java.com,212-526-4578,97 Portage Center,Jishan,,,China,Yuan Renminbi,Dollar,2,70.67,669.38,195.77,family,tablet,Google,iPhone X,8/3/2012,11/22/2021,true,2,2,3,43.94,Hryvnia,low-value,true,true
891,Jamill,Foulkes,33,jfoulkesoq@cbc.ca,114-928-9018,48302 Porter Junction,Zykovo,,430901,Russia,Ruble,Sol,5,7.9,19.84,787.2,prepaid,feature phone,LG,Galaxy S10,11/8/2017,11/18/2021,false,4,4,3,40.19,Ringgit,high-value,false,true
892,Nollie,Buyers,30,nbuyersor@aol.com,468-507-1530,0687 Lakewood Gardens Parkway,San Pedro Pinula,,21002,Guatemala,Quetzal,Ruble,5,98.25,39.36,714.16,family,feature phone,Apple,Galaxy S10,9/30/2020,5/24/2021,false,1,8,9,97.42,Dollar,low-value,false,false
893,Gilles,Rugge,79,gruggeos@state.tx.us,403-181-1000,968 Katie Avenue,Changmao,,,China,Yuan Renminbi,Ruble,1,13.39,569.06,272.6,postpaid,feature phone,Motorola,iPhone X,6/15/2016,6/18/2021,false,4,0,6,83.54,Rupiah,low-value,false,true
894,Mohammed,Tebbett,26,mtebbettot@mac.com,215-968-0822,02 Shasta Drive,Philadelphia,Pennsylvania,19172,United States,Dollar,Peso,10,98.67,867.72,417.22,postpaid,tablet,Apple,Pixel 4,4/6/2020,3/3/2020,true,2,9,2,39.87,Yuan Renminbi,high-value,true,false
895,Antin,Smillie,20,asmillieou@furl.net,352-565-8076,7952 Johnson Place,Toki,,509-6251,Japan,Yen,Yuan Renminbi,24,80.27,326.03,186.7,postpaid,feature phone,Google,Galaxy S10,12/28/2012,1/21/2021,false,2,10,3,63.78,Rupiah,low-value,false,false
896,Eloise,Fouch,33,efouchov@csmonitor.com,126-316-7020,32 Sycamore Point,Pasto,,520039,Colombia,Peso,Yuan Renminbi,3,96.67,260.05,696.43,postpaid,feature phone,Samsung,iPhone X,5/2/2016,8/11/2021,false,2,8,6,42.72,Peso,high-value,true,true
897,Morena,Aldred,68,maldredow@etsy.com,372-224-2267,3 Vernon Center,Wangdun,,,China,Yuan Renminbi,Ruble,18,81.72,212.03,478.14,prepaid,tablet,Samsung,Galaxy S10,8/20/2014,9/5/2021,false,5,8,1,80.83,Peso,medium-value,true,true
898,Bondy,Velden,55,bveldenox@dion.ne.jp,666-827-4302,8 Scott Court,Hujiagou,,,China,Yuan Renminbi,Rial,8,65.19,263.66,31.43,prepaid,feature phone,Apple,Galaxy S10,8/20/2018,3/13/2021,true,4,3,4,24.64,Dollar,high-value,true,false
899,Ramsey,Burrass,78,rburrassoy@deviantart.com,918-768-0280,7552 Stuart Avenue,Sam Chuk,,72130,Thailand,Baht,Real,12,99.35,222.83,557.72,family,smartphone,Samsung,Galaxy S10,4/7/2015,2/18/2020,false,2,2,4,85.7,Yuan Renminbi,high-value,false,false
900,Shepard,Graybeal,38,sgraybealoz@wikia.com,156-955-1513,30015 Golf Course Lane,Maranura,,,Peru,Sol,Yen,6,67.2,448.33,422.03,prepaid,tablet,LG,Pixel 4,6/15/2017,8/15/2020,true,1,5,4,7.54,Kwacha,high-value,true,true
901,Gerta,Gleeton,64,ggleetonp0@nytimes.com,714-183-4287,152 Jana Lane,Fullerton,California,92835,United States,Dollar,Rupiah,12,86.08,400.39,893.25,prepaid,tablet,Google,iPhone X,4/2/2017,12/25/2021,true,2,9,4,91.12,Krona,low-value,false,true
902,Magda,Daal,43,mdaalp1@virginia.edu,792-922-5036,798 Parkside Plaza,Yujia’ao,,,China,Yuan Renminbi,Birr,3,56.97,116.25,39.94,family,tablet,Samsung,iPhone X,11/5/2011,11/14/2021,false,4,10,5,59.95,Yuan Renminbi,high-value,true,false
903,Vick,Pluthero,39,vplutherop2@indiatimes.com,658-427-4037,5 Northland Crossing,Sidamulya Satu,,,Indonesia,Rupiah,Yuan Renminbi,14,76.09,659.56,51.08,family,smartphone,LG,iPhone X,1/31/2021,11/6/2020,false,2,6,7,29.07,Koruna,medium-value,false,false
904,Clyve,Sturdy,38,csturdyp3@networksolutions.com,103-737-5263,36 Corscot Road,Zhenghu,,,China,Yuan Renminbi,Peso,3,83.61,880.95,886.44,family,feature phone,Samsung,Galaxy S10,9/20/2016,12/30/2020,false,2,5,2,88.9,Som,medium-value,false,true
905,Inglis,Brisker,35,ibriskerp4@pcworld.com,390-576-6935,2898 Oak Valley Drive,Chemal,,649240,Russia,Ruble,Yuan Renminbi,9,94.28,87.96,924.83,family,tablet,LG,Galaxy S10,4/8/2020,9/16/2021,true,4,6,4,40.6,Pound,high-value,false,true
906,Maximilian,Loiterton,46,mloitertonp5@webeden.co.uk,861-367-9784,212 Transport Hill,General Conesa,,8503,Argentina,Peso,Ruble,12,55.93,303.59,352.7,postpaid,tablet,Apple,Galaxy S10,12/4/2021,11/26/2021,true,3,3,1,83.13,Zloty,medium-value,true,false
907,Clevie,Lochhead,29,clochheadp6@cargocollective.com,433-151-9379,19104 Glendale Crossing,Cikalong,,,Indonesia,Rupiah,Yen,4,45.26,724.63,534.63,postpaid,tablet,Apple,V40 ThinQ,8/4/2010,10/29/2020,true,3,9,9,0.51,Franc,low-value,false,false
908,Sauveur,Matthiesen,71,smatthiesenp7@cbslocal.com,154-293-9458,5 Holy Cross Terrace,Normanton,England,LE15,United Kingdom,Pound,Yuan Renminbi,1,35.88,903.87,936.13,prepaid,feature phone,Google,iPhone X,7/23/2013,7/5/2020,false,3,0,2,93.48,Yuan Renminbi,medium-value,false,false
909,Cindelyn,Spencock,25,cspencockp8@independent.co.uk,517-517-7867,34857 Lakewood Hill,Pastores,,03003,Guatemala,Quetzal,Rupiah,23,10.15,380.84,622.21,family,smartphone,Motorola,iPhone X,11/15/2013,9/30/2020,false,5,9,2,2.89,Rupiah,low-value,false,false
910,Lotte,Wilkes,21,lwilkesp9@usnews.com,791-442-8258,730 Sauthoff Street,Shuangjiang,,,China,Yuan Renminbi,Yuan Renminbi,6,88.77,991.39,377.07,prepaid,feature phone,Google,V40 ThinQ,8/29/2018,5/19/2020,true,3,3,8,27.04,Franc,low-value,false,true
911,Alexandra,Roundtree,68,aroundtreepa@chicagotribune.com,111-547-5124,43744 Darwin Pass,Sidenreng,,,Indonesia,Rupiah,Yuan Renminbi,21,8.64,146.96,287.98,prepaid,tablet,Google,V40 ThinQ,6/16/2013,4/18/2021,false,5,0,7,26.14,Euro,low-value,false,false
912,Dominik,Neno,46,dnenopb@csmonitor.com,912-790-3916,0505 School Hill,Krzyżanów,,99-314,Poland,Zloty,Rupiah,20,89.64,309.44,978.97,postpaid,feature phone,LG,Pixel 4,8/5/2015,10/11/2020,false,3,4,5,46.05,Euro,high-value,false,false
913,Lethia,Murrow,47,lmurrowpc@buzzfeed.com,497-172-2871,8975 Redwing Park,Nikkō,,321-1436,Japan,Yen,Yuan Renminbi,8,43.46,320.36,744.06,prepaid,tablet,LG,V40 ThinQ,8/3/2018,1/4/2020,false,5,8,2,99.4,Rial,medium-value,false,false
914,Maurizio,Hamer,58,mhamerpd@mit.edu,150-596-7697,731 Jay Park,Sędziejowice,,98-160,Poland,Zloty,Ruble,6,19.88,954.13,409.37,prepaid,tablet,Apple,V40 ThinQ,9/26/2021,10/3/2020,true,3,7,7,13.64,Peso,medium-value,false,false
915,Peirce,Woolbrook,59,pwoolbrookpe@wsj.com,253-711-0384,43412 Pawling Drive,Tacoma,Washington,98405,United States,Dollar,Pound,7,44.96,34.99,875.27,postpaid,feature phone,LG,V40 ThinQ,7/28/2018,11/8/2021,true,3,9,9,34.04,Euro,high-value,true,false
916,Saxon,Wetherburn,32,swetherburnpf@amazon.com,503-100-0100,0 Haas Road,San Andros,,,Bahamas,Dollar,Yuan Renminbi,24,71.98,619.48,959.6,prepaid,feature phone,Motorola,iPhone X,5/10/2010,4/6/2020,false,3,10,2,84.85,Lev,medium-value,true,false
917,Antony,Coraini,52,acorainipg@mysql.com,614-678-1473,2862 Bashford Pass,Jianshan,,,China,Yuan Renminbi,Yuan Renminbi,1,7.68,160.29,267.07,postpaid,smartphone,Samsung,V40 ThinQ,7/31/2010,4/23/2020,true,4,2,3,80.66,Dollar,high-value,false,false
918,Angy,Normanville,25,anormanvilleph@ed.gov,614-489-7902,22 Randy Road,Columbus,Ohio,43240,United States,Dollar,Peso,2,76.64,48.34,166.23,prepaid,feature phone,LG,V40 ThinQ,7/14/2014,1/29/2020,false,2,10,7,71.98,Peso,low-value,false,false
919,Milka,Tudge,41,mtudgepi@jimdo.com,505-493-4060,4898 Oriole Point,Shaoyang,,,China,Yuan Renminbi,Yuan Renminbi,22,36.01,903.32,598.32,postpaid,smartphone,Samsung,V40 ThinQ,2/5/2013,9/21/2020,true,3,0,6,27.14,Yuan Renminbi,medium-value,true,true
920,Gwenora,MacCaig,61,gmaccaigpj@sfgate.com,401-216-3361,74 Valley Edge Terrace,El Salitre,Michoacan De Ocampo,58503,Mexico,Peso,Krona,1,37.96,316.11,535.83,postpaid,smartphone,Motorola,Galaxy S10,1/26/2010,5/9/2021,false,4,3,8,62.33,Franc,medium-value,false,false
921,Armand,Slipper,52,aslipperpk@ezinearticles.com,369-835-2919,900 Cody Crossing,Kista,Stockholm,164 45,Sweden,Krona,Pound,2,24.86,9.48,226.4,prepaid,tablet,Apple,Pixel 4,7/14/2015,5/11/2020,false,5,3,4,3.51,Zloty,high-value,true,true
922,Stephannie,Kobu,72,skobupl@mashable.com,428-545-7693,1397 Forster Alley,Junín,,,Peru,Sol,Dollar,3,72.4,773.45,609.37,prepaid,smartphone,Apple,iPhone X,4/26/2018,10/10/2021,true,1,9,8,33.11,Euro,high-value,false,true
923,Oby,Riepel,77,oriepelpm@reverbnation.com,932-591-0395,4 Kedzie Lane,Twante,,,Myanmar,Kyat,Ruble,11,87.99,998.82,801.05,postpaid,smartphone,Apple,Galaxy S10,7/13/2015,5/6/2021,false,2,0,6,9.49,Yuan Renminbi,medium-value,false,true
